transaction_id,account_id,date,region,txn_type,merchant,amount
1050,100368,2024-03-29,South,Withdrawal,—,-75.23
454,100165,2024-03-29,North,Refund,—,77.3
3142,100174,2024-03-29,East,Withdrawal,—,-107.2
2960,100420,2024-03-29,West,Deposit,—,18.05
2107,100105,2024-03-29,North,Transfer,—,192.99
1446,100183,2024-03-29,North,Deposit,—,98.14
993,100070,2024-03-30,South,Withdrawal,—,-243.3
2693,100297,2024-03-30,East,Transfer,—,-97.54
2079,100482,2024-03-30,North,Withdrawal,—,-71.47
2177,100367,2024-03-30,North,Withdrawal,—,-50.09
3246,100167,2024-03-30,West,Transfer,—,-230.53
3956,100096,2024-03-30,South,Withdrawal,—,-92.43
692,100302,2024-03-30,East,Withdrawal,—,-19.28
2787,100025,2024-03-30,West,POS,Costco,-110.47
2814,100180,2024-03-30,East,Online,Costco,-535.49
1179,100340,2024-03-30,West,Withdrawal,—,-91.9
3868,100340,2024-03-30,East,Withdrawal,—,-137.24
1608,100001,2024-03-30,West,Deposit,—,55.42
1835,100252,2024-03-30,North,POS,Airbnb,-130.71
530,100236,2024-03-30,South,Transfer,—,-102.03
3882,100053,2024-03-30,North,Transfer,—,74.12
3286,100389,2024-03-30,East,Withdrawal,—,-91.04
527,100137,2024-03-30,South,Deposit,—,87.26
634,100186,2024-03-31,South,Deposit,—,27.65
3484,100006,2024-03-31,South,Withdrawal,—,-126.73
3100,100443,2024-03-31,East,Withdrawal,—,-158.07
3458,100191,2024-04-01,North,Withdrawal,—,-62.35
1740,100493,2024-04-01,East,Withdrawal,—,-134.43
844,100343,2024-04-01,North,Deposit,—,51.83
1150,100499,2024-04-01,West,Deposit,—,292.05
1635,100201,2024-04-01,East,Fee,—,-158.96
1818,100245,2024-04-01,South,Transfer,—,126.6
2470,100241,2024-04-01,West,Transfer,—,69.03
57,100323,2024-04-01,North,Withdrawal,—,-87.83
3822,100469,2024-04-01,North,Deposit,—,107.17
389,100488,2024-04-01,North,Fee,—,-147.51
436,100473,2024-04-01,East,Transfer,—,-517.75
2944,100189,2024-04-01,East,POS,Shell,-31.32
2417,100180,2024-04-01,East,Withdrawal,—,-139.41
1265,100416,2024-04-01,North,Withdrawal,—,-44.69
3523,100025,2024-04-01,North,POS,Apple,-97.68
2115,100201,2024-04-02,North,Transfer,—,117.42
837,100432,2024-04-02,North,Withdrawal,—,-227.1
3194,100079,2024-04-02,East,Withdrawal,—,-62.51
3332,100335,2024-04-02,North,POS,Walmart,-65.21
3933,100096,2024-04-02,East,Withdrawal,—,-124.78
1978,100196,2024-04-02,South,Transfer,—,151.09
529,100072,2024-04-02,North,Withdrawal,—,-83.82
3992,100070,2024-04-02,South,Transfer,—,166.44
1902,100089,2024-04-02,West,Deposit,—,285.31
1763,100491,2024-04-02,North,Online,BestBuy,-35.03
3228,100157,2024-04-02,West,Withdrawal,—,-218.76
3729,100000,2024-04-03,North,Withdrawal,—,-58.11
973,100135,2024-04-03,North,Transfer,—,265.79
1019,100268,2024-04-03,North,Withdrawal,—,-117.02
3983,100104,2024-04-03,East,Withdrawal,—,-66.27
472,100482,2024-04-03,South,Withdrawal,—,-48.6
2650,100412,2024-04-04,North,Withdrawal,—,-125.23
1020,100266,2024-04-04,North,Refund,—,51.23
1114,100412,2024-04-04,South,Withdrawal,—,-88.52
343,100150,2024-04-04,North,POS,Walmart,-86.8
828,100140,2024-04-04,South,Withdrawal,—,-172.59
2399,100394,2024-04-04,East,Deposit,—,176.9
520,100067,2024-04-04,South,Deposit,—,198.54
954,100106,2024-04-04,East,POS,Apple,-179.48
764,100111,2024-04-04,South,POS,Walmart,-246.52
1799,100459,2024-04-04,South,Deposit,—,134.14
1268,100042,2024-04-05,North,Withdrawal,—,-30.19
1502,100389,2024-04-05,East,Transfer,—,-101.68
3873,100178,2024-04-05,West,Deposit,—,113.07
144,100440,2024-04-05,East,Deposit,—,39.86
1919,100183,2024-04-05,East,Withdrawal,—,-95.21
450,100001,2024-04-05,North,Deposit,—,111.46
547,100126,2024-04-05,East,Deposit,—,134.68
3684,100335,2024-04-05,West,Deposit,—,164.66
494,100412,2024-04-05,East,Transfer,—,-207.01
2416,100475,2024-04-05,West,Transfer,—,-190.89
193,100356,2024-04-05,South,Transfer,—,80.65
321,100192,2024-04-06,North,Fee,—,-97.55
2954,100258,2024-04-06,North,Online,Starbucks,-70.18
2524,100313,2024-04-06,South,Withdrawal,—,-247.32
1085,100356,2024-04-06,East,POS,Delta,-347.1
234,100110,2024-04-06,West,Withdrawal,—,-184.57
1264,100111,2024-04-06,East,Deposit,—,405.18
2449,100283,2024-04-06,East,Deposit,—,93.8
3861,100427,2024-04-07,West,Transfer,—,220.16
1479,100427,2024-04-07,South,Withdrawal,—,-166.84
2906,100256,2024-04-07,South,Withdrawal,—,-163.02
2094,100150,2024-04-07,West,Fee,—,-116.32
738,100038,2024-04-07,West,Refund,—,157.26
1333,100118,2024-04-07,South,Withdrawal,—,-281.46
1587,100327,2024-04-07,North,POS,Amazon,-122.73
793,100161,2024-04-07,North,Withdrawal,—,-132.39
1359,100363,2024-04-07,East,Deposit,—,45.98
2917,100151,2024-04-07,North,Deposit,—,221.74
230,100272,2024-04-07,East,Withdrawal,—,-188.36
2904,100454,2024-04-07,North,Withdrawal,—,-120.57
1388,100349,2024-04-07,North,Withdrawal,—,-151.58
3465,100381,2024-04-08,North,POS,Delta,-179.46
1569,100044,2024-04-08,South,Deposit,—,61.03
545,100243,2024-04-08,North,POS,Airbnb,-166.91
580,100365,2024-04-08,North,POS,Costco,-53.21
3355,100273,2024-04-08,South,Withdrawal,—,-166.79
740,100424,2024-04-08,East,Withdrawal,—,-46.32
120,100493,2024-04-08,South,Refund,—,120.84
2927,100425,2024-04-08,South,Withdrawal,—,-37.12
257,100000,2024-04-08,North,Withdrawal,—,-148.87
272,100261,2024-04-08,East,Withdrawal,—,-69.24
344,100001,2024-04-08,East,Fee,—,-108.82
1725,100213,2024-04-08,South,POS,Costco,-22.34
2441,100304,2024-04-08,East,Transfer,—,-130.43
336,100042,2024-04-08,South,Withdrawal,—,-47.44
289,100473,2024-04-08,South,Transfer,—,86.8
488,100325,2024-04-09,East,Transfer,—,-107.64
478,100405,2024-04-09,South,Fee,—,-24.61
3105,100055,2024-04-09,West,Withdrawal,—,-77.03
1943,100021,2024-04-09,West,Transfer,—,-17.56
3759,100181,2024-04-09,South,Withdrawal,—,-258.28
13,100100,2024-04-09,West,POS,Target,-127.53
3752,100361,2024-04-09,West,Withdrawal,—,-45.48
3703,100164,2024-04-09,South,Deposit,—,59.79
2221,100345,2024-04-09,East,Deposit,—,81.88
2822,100489,2024-04-09,East,Withdrawal,—,-77.62
3376,100307,2024-04-09,North,Fee,—,-285.35
569,100167,2024-04-09,East,POS,BestBuy,-84.42
3737,100058,2024-04-10,West,Deposit,—,121.74
202,100378,2024-04-10,West,Online,Airbnb,-127.36
2543,100147,2024-04-10,West,Withdrawal,—,-83.91
1160,100085,2024-04-10,North,Transfer,—,-39.28
126,100420,2024-04-10,North,Withdrawal,—,-146.22
510,100277,2024-04-10,South,Withdrawal,—,-58.77
2455,100297,2024-04-10,South,Online,Delta,-22.56
2994,100178,2024-04-10,East,Transfer,—,-142.0
3998,100125,2024-04-10,East,POS,Apple,-74.42
934,100220,2024-04-10,East,Withdrawal,—,-18.78
2707,100038,2024-04-10,East,Withdrawal,—,-72.97
2367,100489,2024-04-10,North,Withdrawal,—,-69.25
3723,100096,2024-04-10,South,Withdrawal,—,-94.74
1426,100423,2024-04-10,West,Online,Starbucks,-50.45
411,100476,2024-04-10,North,Deposit,—,208.8
2991,100411,2024-04-10,East,Withdrawal,—,-93.84
3480,100432,2024-04-10,South,Deposit,—,121.45
1014,100061,2024-04-10,West,Withdrawal,—,-17.58
1806,100470,2024-04-11,North,Withdrawal,—,-106.12
3011,100294,2024-04-11,North,Withdrawal,—,-124.12
3513,100214,2024-04-11,West,Withdrawal,—,-162.69
3796,100473,2024-04-11,South,Withdrawal,—,-71.68
3117,100248,2024-04-11,West,Transfer,—,58.81
3804,100183,2024-04-11,South,Transfer,—,-163.25
2095,100452,2024-04-11,West,Refund,—,67.65
2097,100389,2024-04-11,East,Deposit,—,88.98
2119,100375,2024-04-11,North,Withdrawal,—,-107.68
2263,100007,2024-04-11,East,Withdrawal,—,-34.03
1422,100452,2024-04-11,South,Deposit,—,17.57
3898,100180,2024-04-11,East,Deposit,—,92.22
2300,100499,2024-04-11,North,Withdrawal,—,-110.43
1831,100445,2024-04-12,West,Transfer,—,-59.8
1471,100218,2024-04-12,East,Deposit,—,114.78
2452,100380,2024-04-12,South,Online,Netflix,-95.62
3287,100428,2024-04-12,North,Withdrawal,—,-252.51
1,100170,2024-04-12,North,Transfer,—,97.64
417,100318,2024-04-12,South,POS,Costco,-292.37
8,100054,2024-04-12,West,Transfer,—,-155.09
787,100461,2024-04-12,West,Transfer,—,161.53
1057,100450,2024-04-13,North,Transfer,—,116.94
1413,100277,2024-04-13,North,Refund,—,24.93
2975,100471,2024-04-13,North,Refund,—,161.97
3869,100476,2024-04-13,North,Withdrawal,—,-65.9
1071,100390,2024-04-13,West,Transfer,—,162.53
1070,100355,2024-04-13,West,Withdrawal,—,-152.6
3595,100174,2024-04-13,North,POS,Shell,-67.23
2329,100366,2024-04-13,West,Withdrawal,—,-260.65
3821,100082,2024-04-13,North,Deposit,—,116.14
1140,100364,2024-04-13,East,Transfer,—,-92.42
369,100052,2024-04-13,West,Online,Uber,-49.26
1137,100060,2024-04-13,North,Deposit,—,296.92
3468,100143,2024-04-13,South,Withdrawal,—,-41.78
2679,100187,2024-04-13,South,Deposit,—,77.2
284,100182,2024-04-13,East,Withdrawal,—,-106.78
3858,100374,2024-04-13,North,Online,Netflix,-215.45
532,100105,2024-04-14,South,Withdrawal,—,-204.18
739,100149,2024-04-14,West,Transfer,—,-104.39
3316,100399,2024-04-14,North,Deposit,—,94.79
1589,100218,2024-04-14,South,Transfer,—,92.34
2582,100108,2024-04-14,South,Withdrawal,—,-21.87
2515,100393,2024-04-14,East,POS,Target,-147.81
1920,100494,2024-04-14,South,Online,Uber,-38.5
66,100342,2024-04-15,North,Withdrawal,—,-36.76
2171,100029,2024-04-15,South,Withdrawal,—,-5.98
1149,100290,2024-04-15,North,Deposit,—,146.16
2837,100474,2024-04-15,North,POS,Starbucks,-49.07
1839,100435,2024-04-15,East,Transfer,—,-52.95
2315,100029,2024-04-15,East,Online,Target,-81.42
3252,100339,2024-04-15,North,Transfer,—,16.8
429,100057,2024-04-15,North,Refund,—,173.01
804,100146,2024-04-15,West,Withdrawal,—,-55.37
2846,100400,2024-04-15,West,Transfer,—,126.65
868,100028,2024-04-16,North,Withdrawal,—,-118.92
1993,100447,2024-04-16,West,Refund,—,109.56
2793,100163,2024-04-16,East,Transfer,—,-46.5
2855,100456,2024-04-16,South,Withdrawal,—,-73.17
2147,100250,2024-04-16,West,Withdrawal,—,-164.1
2993,100219,2024-04-16,West,Online,Delta,-111.59
3973,100168,2024-04-16,North,Withdrawal,—,-76.91
3353,100029,2024-04-16,South,POS,BestBuy,-152.26
4,100169,2024-04-16,East,Withdrawal,—,-140.79
3699,100447,2024-04-16,East,Withdrawal,—,-35.24
1555,100307,2024-04-16,West,Withdrawal,—,-90.96
1420,100095,2024-04-17,East,Withdrawal,—,-216.93
2232,100187,2024-04-17,East,Deposit,—,16.94
3505,100154,2024-04-17,North,Transfer,—,49.35
3057,100225,2024-04-17,North,Transfer,—,-80.15
1476,100200,2024-04-17,East,Transfer,—,43.58
2003,100383,2024-04-17,North,POS,Delta,-28.76
2182,100489,2024-04-17,South,POS,Google,-48.59
415,100279,2024-04-17,North,POS,HomeDepot,-84.24
1492,100186,2024-04-17,West,Deposit,—,87.37
2665,100211,2024-04-17,South,Transfer,—,97.1
3967,100066,2024-04-17,South,Withdrawal,—,-36.64
166,100167,2024-04-17,South,Online,BestBuy,-73.32
3936,100409,2024-04-17,West,Deposit,—,445.66
3278,100024,2024-04-17,East,POS,Netflix,-59.34
3282,100133,2024-04-18,West,Withdrawal,—,-118.64
2549,100364,2024-04-18,South,Deposit,—,81.34
2750,100139,2024-04-18,West,Withdrawal,—,-46.9
3229,100076,2024-04-18,West,Withdrawal,—,-39.13
2267,100291,2024-04-18,North,Fee,—,-96.35
587,100060,2024-04-18,North,Online,Shell,-49.23
3005,100041,2024-04-18,South,Withdrawal,—,-76.48
1332,100222,2024-04-18,West,Deposit,—,200.15
3435,100286,2024-04-18,North,Deposit,—,171.93
923,100115,2024-04-18,South,POS,Delta,-269.54
3760,100460,2024-04-18,South,Transfer,—,71.0
3449,100374,2024-04-18,East,Withdrawal,—,-159.56
2122,100322,2024-04-19,North,Withdrawal,—,-146.48
2402,100003,2024-04-19,South,Deposit,—,88.34
3121,100409,2024-04-19,South,POS,Costco,-172.18
3156,100025,2024-04-19,South,Withdrawal,—,-144.32
1162,100414,2024-04-19,South,Fee,—,-87.94
1079,100479,2024-04-20,East,Withdrawal,—,-96.69
2710,100206,2024-04-20,South,Withdrawal,—,-232.87
2570,100198,2024-04-20,North,Withdrawal,—,-14.71
3847,100272,2024-04-20,East,Withdrawal,—,-62.65
1139,100450,2024-04-20,West,Deposit,—,115.94
1858,100148,2024-04-20,South,Transfer,—,101.91
3624,100078,2024-04-20,East,Withdrawal,—,-63.2
823,100448,2024-04-20,East,Withdrawal,—,-128.02
1390,100059,2024-04-20,South,Withdrawal,—,-73.06
1955,100144,2024-04-20,South,Withdrawal,—,-103.0
2669,100166,2024-04-20,South,Deposit,—,92.61
3803,100434,2024-04-20,West,Deposit,—,66.9
3461,100213,2024-04-20,East,Withdrawal,—,-104.28
897,100424,2024-04-20,East,POS,BestBuy,-60.58
929,100332,2024-04-20,South,Withdrawal,—,-66.44
927,100081,2024-04-20,West,Transfer,—,85.9
925,100048,2024-04-20,West,Deposit,—,35.53
3710,100264,2024-04-21,South,Withdrawal,—,-211.23
288,100450,2024-04-21,North,Withdrawal,—,-299.82
262,100125,2024-04-21,West,Withdrawal,—,-58.54
779,100288,2024-04-21,South,Fee,—,-220.0
2689,100210,2024-04-21,South,POS,Uber,-141.31
948,100131,2024-04-21,West,Deposit,—,59.04
2913,100389,2024-04-21,East,Deposit,—,18.95
1285,100432,2024-04-21,East,Withdrawal,—,-55.27
2504,100193,2024-04-21,East,Withdrawal,—,-71.57
1233,100276,2024-04-22,North,Online,Delta,-115.5
2616,100449,2024-04-22,South,Deposit,—,85.55
2762,100380,2024-04-22,West,Withdrawal,—,-114.45
3572,100171,2024-04-22,South,Withdrawal,—,-66.36
2767,100117,2024-04-22,West,Transfer,—,-221.19
1382,100359,2024-04-22,East,Deposit,—,88.0
206,100038,2024-04-22,West,POS,Airbnb,-40.35
196,100410,2024-04-22,South,Withdrawal,—,-242.77
1674,100138,2024-04-22,East,Withdrawal,—,-61.35
3308,100483,2024-04-22,North,Withdrawal,—,-50.65
2514,100404,2024-04-22,West,Deposit,—,209.9
989,100191,2024-04-22,East,Withdrawal,—,-69.28
877,100155,2024-04-22,East,Deposit,—,151.89
201,100495,2024-04-22,South,Deposit,—,24.13
203,100046,2024-04-22,North,Deposit,—,286.6
283,100108,2024-04-22,North,Refund,—,29.54
2794,100269,2024-04-22,West,Deposit,—,144.67
3400,100008,2024-04-22,West,Transfer,—,-48.82
2060,100245,2024-04-23,South,Withdrawal,—,-40.46
362,100463,2024-04-23,West,Withdrawal,—,-156.81
535,100261,2024-04-23,East,Withdrawal,—,-60.99
2610,100200,2024-04-23,East,Transfer,—,101.98
1614,100012,2024-04-23,South,Deposit,—,153.2
2349,100342,2024-04-23,North,Transfer,—,-107.87
3547,100223,2024-04-23,East,Deposit,—,178.42
1234,100427,2024-04-23,West,POS,Amazon,-80.59
2985,100054,2024-04-23,East,POS,Airbnb,-71.36
3095,100042,2024-04-24,East,Transfer,—,147.52
531,100045,2024-04-24,West,Deposit,—,34.33
2328,100435,2024-04-24,South,Withdrawal,—,-64.94
1620,100337,2024-04-24,West,Fee,—,-138.72
1317,100439,2024-04-24,West,Withdrawal,—,-233.07
1115,100454,2024-04-24,North,Withdrawal,—,-86.65
2464,100245,2024-04-25,East,Withdrawal,—,-73.85
2305,100318,2024-04-25,West,Withdrawal,—,-58.51
178,100451,2024-04-25,East,Deposit,—,60.7
3532,100188,2024-04-25,East,Withdrawal,—,-130.28
346,100021,2024-04-25,East,Deposit,—,194.12
2766,100115,2024-04-25,East,POS,Starbucks,-29.35
3396,100495,2024-04-25,North,POS,Lyft,-39.08
1829,100213,2024-04-25,South,Withdrawal,—,-55.13
2943,100234,2024-04-25,South,Withdrawal,—,-383.68
281,100367,2024-04-25,North,Deposit,—,137.39
440,100218,2024-04-26,West,Withdrawal,—,-22.27
2888,100038,2024-04-26,West,Transfer,—,168.86
1462,100318,2024-04-26,South,Deposit,—,69.39
2150,100392,2024-04-26,South,Fee,—,-53.56
1173,100234,2024-04-26,South,Deposit,—,153.16
2499,100410,2024-04-26,South,Withdrawal,—,-131.66
2754,100420,2024-04-26,West,Withdrawal,—,-148.96
1350,100297,2024-04-26,South,Refund,—,135.65
1922,100246,2024-04-26,South,Transfer,—,77.49
3485,100029,2024-04-26,North,Transfer,—,98.04
3330,100480,2024-04-26,South,Withdrawal,—,-70.24
2130,100451,2024-04-26,East,Deposit,—,275.51
3086,100170,2024-04-26,North,Transfer,—,155.15
2408,100094,2024-04-26,West,Online,Starbucks,-133.74
654,100149,2024-04-26,East,Fee,—,-84.25
1788,100210,2024-04-26,North,Online,Starbucks,-74.76
2330,100419,2024-04-27,North,POS,Starbucks,-122.69
2660,100162,2024-04-27,East,Online,Starbucks,-47.55
1096,100380,2024-04-27,North,Transfer,—,78.69
770,100084,2024-04-27,North,Online,Lyft,-84.72
3375,100376,2024-04-27,West,Deposit,—,118.87
2797,100285,2024-04-27,East,Withdrawal,—,-39.63
452,100279,2024-04-27,South,Withdrawal,—,-106.62
3785,100069,2024-04-27,South,Deposit,—,38.86
983,100313,2024-04-27,West,Withdrawal,—,-131.2
3631,100471,2024-04-27,South,Deposit,—,41.73
1208,100388,2024-04-27,West,POS,Airbnb,-89.99
972,100419,2024-04-27,South,Deposit,—,62.65
2199,100084,2024-04-27,South,POS,Airbnb,-200.36
3323,100015,2024-04-27,South,Deposit,—,146.74
2772,100006,2024-04-27,North,Deposit,—,113.89
1975,100162,2024-04-27,West,Deposit,—,251.96
3817,100023,2024-04-28,East,POS,Netflix,-59.31
906,100231,2024-04-28,East,Transfer,—,107.76
722,100109,2024-04-28,North,POS,Costco,-194.44
2058,100286,2024-04-28,East,Withdrawal,—,-41.08
2012,100418,2024-04-28,North,POS,Uber,-135.37
2585,100342,2024-04-28,North,Transfer,—,140.94
2620,100088,2024-04-28,North,Withdrawal,—,-122.74
1296,100149,2024-04-28,West,Refund,—,91.84
2727,100229,2024-04-28,South,Deposit,—,37.52
3669,100092,2024-04-28,North,Refund,—,58.06
1884,100236,2024-04-28,North,Withdrawal,—,-137.76
2235,100486,2024-04-28,North,POS,Target,-116.17
3870,100197,2024-04-28,East,Transfer,—,27.31
1311,100234,2024-04-29,South,Deposit,—,61.81
1704,100148,2024-04-29,West,Online,Uber,-92.67
1272,100117,2024-04-29,North,Deposit,—,144.37
433,100168,2024-04-29,South,Transfer,—,-153.91
3158,100013,2024-04-29,South,Deposit,—,104.39
2843,100187,2024-04-29,East,Deposit,—,181.28
3134,100117,2024-04-29,East,POS,Shell,-95.79
1582,100398,2024-04-29,East,Transfer,—,-47.99
2518,100356,2024-04-29,North,Withdrawal,—,-91.27
1998,100248,2024-04-29,West,Transfer,—,-185.05
3717,100161,2024-04-29,East,Deposit,—,70.44
279,100048,2024-04-29,North,Withdrawal,—,-131.3
3628,100460,2024-04-29,South,Transfer,—,88.59
2699,100298,2024-04-30,East,Withdrawal,—,-113.3
863,100024,2024-04-30,West,Withdrawal,—,-114.52
2317,100274,2024-04-30,South,Withdrawal,—,-270.98
2207,100063,2024-04-30,North,Deposit,—,136.24
177,100302,2024-04-30,South,Fee,—,-26.2
1992,100058,2024-04-30,East,Fee,—,-96.34
3697,100068,2024-04-30,West,Withdrawal,—,-110.76
3132,100024,2024-04-30,North,POS,HomeDepot,-35.09
2336,100069,2024-04-30,East,Transfer,—,190.79
1837,100249,2024-05-01,North,Transfer,—,89.32
612,100375,2024-05-01,West,Deposit,—,113.16
1365,100357,2024-05-01,North,Withdrawal,—,-40.8
592,100160,2024-05-01,East,Deposit,—,32.91
840,100316,2024-05-01,North,Withdrawal,—,-39.36
1877,100377,2024-05-01,East,Withdrawal,—,-82.68
446,100097,2024-05-01,West,Transfer,—,-18.23
689,100454,2024-05-01,East,Refund,—,94.77
9,100455,2024-05-01,West,Deposit,—,94.6
3357,100087,2024-05-01,East,Transfer,—,33.24
3419,100311,2024-05-01,East,Deposit,—,163.3
3919,100325,2024-05-01,South,Withdrawal,—,-380.19
2617,100428,2024-05-01,East,Withdrawal,—,-157.43
1843,100276,2024-05-02,West,Transfer,—,-131.87
3611,100337,2024-05-02,North,Withdrawal,—,-66.65
225,100464,2024-05-02,West,Withdrawal,—,-40.79
1591,100278,2024-05-02,South,Fee,—,-75.87
1093,100062,2024-05-02,East,POS,Uber,-32.5
1603,100155,2024-05-03,North,POS,Apple,-226.22
3071,100368,2024-05-03,West,Deposit,—,148.77
428,100005,2024-05-03,South,Online,Airbnb,-149.58
2783,100027,2024-05-03,North,Transfer,—,25.56
3865,100380,2024-05-03,North,Withdrawal,—,-77.6
236,100122,2024-05-03,South,Transfer,—,122.28
2151,100315,2024-05-03,West,Deposit,—,59.63
3423,100295,2024-05-03,South,Withdrawal,—,-62.93
2609,100132,2024-05-03,South,Transfer,—,35.53
3131,100196,2024-05-03,East,Deposit,—,144.37
2460,100373,2024-05-03,South,Withdrawal,—,-195.17
2208,100257,2024-05-04,East,POS,Delta,-153.19
3420,100059,2024-05-04,North,Transfer,—,83.1
400,100140,2024-05-04,South,Deposit,—,133.92
3155,100308,2024-05-04,East,Transfer,—,-176.33
2254,100253,2024-05-04,South,POS,Target,-229.57
3416,100198,2024-05-04,West,Deposit,—,45.5
1061,100477,2024-05-04,East,Withdrawal,—,-79.99
2919,100018,2024-05-04,North,Deposit,—,235.92
3970,100033,2024-05-04,East,Withdrawal,—,-92.8
1932,100110,2024-05-04,North,Deposit,—,125.84
3460,100466,2024-05-04,North,Transfer,—,-169.02
3434,100088,2024-05-05,South,Transfer,—,-71.1
2627,100095,2024-05-05,South,Deposit,—,95.56
2028,100326,2024-05-05,North,Withdrawal,—,-187.05
3390,100329,2024-05-05,West,Withdrawal,—,-179.64
2040,100420,2024-05-05,East,Deposit,—,91.01
451,100123,2024-05-05,South,Transfer,—,178.3
214,100271,2024-05-05,West,Deposit,—,112.15
3556,100199,2024-05-05,South,Transfer,—,-58.23
819,100329,2024-05-05,West,Withdrawal,—,-59.53
639,100362,2024-05-05,East,Deposit,—,40.9
2816,100245,2024-05-05,West,Withdrawal,—,-138.95
644,100419,2024-05-05,West,Withdrawal,—,-46.43
913,100135,2024-05-05,North,Withdrawal,—,-92.07
3840,100448,2024-05-05,South,Withdrawal,—,-42.54
1866,100039,2024-05-06,North,Withdrawal,—,-34.58
883,100085,2024-05-06,West,Withdrawal,—,-46.86
3674,100021,2024-05-06,West,Withdrawal,—,-24.54
366,100112,2024-05-06,West,Transfer,—,20.82
3589,100431,2024-05-06,West,Withdrawal,—,-111.26
1148,100368,2024-05-06,West,Transfer,—,41.65
3347,100047,2024-05-06,North,Deposit,—,109.21
3303,100343,2024-05-06,North,Withdrawal,—,-146.77
3159,100373,2024-05-06,South,Withdrawal,—,-189.55
3273,100091,2024-05-06,North,Withdrawal,—,-256.26
2865,100122,2024-05-06,South,Transfer,—,174.69
443,100070,2024-05-06,East,Deposit,—,234.52
2667,100275,2024-05-07,West,Transfer,—,-291.58
1185,100060,2024-05-07,East,Withdrawal,—,-200.37
249,100087,2024-05-07,West,Deposit,—,168.26
1339,100221,2024-05-07,North,Refund,—,160.4
2415,100046,2024-05-07,South,Transfer,—,-46.15
352,100205,2024-05-07,West,Withdrawal,—,-156.13
3587,100208,2024-05-07,North,Withdrawal,—,-174.8
1314,100044,2024-05-07,South,Online,Starbucks,-184.83
3015,100412,2024-05-07,South,Withdrawal,—,-64.57
3075,100344,2024-05-07,North,Withdrawal,—,-144.95
171,100316,2024-05-07,South,Withdrawal,—,-185.57
305,100288,2024-05-07,South,Online,HomeDepot,-80.05
2675,100172,2024-05-08,West,Withdrawal,—,-101.52
2989,100397,2024-05-08,West,Withdrawal,—,-34.41
3003,100214,2024-05-08,West,Deposit,—,133.83
2047,100207,2024-05-08,South,Transfer,—,185.89
2819,100319,2024-05-08,North,Withdrawal,—,-107.06
100,100132,2024-05-08,West,Deposit,—,43.66
2104,100406,2024-05-08,North,Deposit,—,115.48
253,100095,2024-05-08,West,Withdrawal,—,-177.11
444,100386,2024-05-08,North,Transfer,—,-197.55
1410,100382,2024-05-08,East,Deposit,—,69.87
2519,100145,2024-05-08,North,Deposit,—,170.09
208,100021,2024-05-09,South,Withdrawal,—,-90.83
2520,100215,2024-05-09,East,Withdrawal,—,-107.36
215,100058,2024-05-09,West,Withdrawal,—,-97.28
2296,100063,2024-05-09,South,Withdrawal,—,-66.3
1959,100077,2024-05-09,East,Withdrawal,—,-47.57
1368,100415,2024-05-09,South,Deposit,—,107.23
1732,100307,2024-05-09,East,Refund,—,157.39
2388,100272,2024-05-09,East,Withdrawal,—,-130.53
2006,100398,2024-05-09,South,Fee,—,-236.68
1113,100254,2024-05-09,East,Withdrawal,—,-96.79
1010,100489,2024-05-09,South,Transfer,—,100.86
2281,100179,2024-05-09,West,Transfer,—,73.4
2435,100194,2024-05-09,North,Fee,—,-83.31
2428,100295,2024-05-09,West,Deposit,—,153.47
42,100098,2024-05-10,North,POS,Target,-140.34
1242,100457,2024-05-10,West,Deposit,—,52.36
3019,100338,2024-05-10,North,Deposit,—,36.36
1898,100475,2024-05-10,South,Withdrawal,—,-262.96
16,100348,2024-05-10,East,Deposit,—,71.51
127,100384,2024-05-10,East,Transfer,—,144.07
2880,100259,2024-05-10,East,Transfer,—,128.63
1480,100037,2024-05-10,South,Online,Netflix,-159.29
3036,100339,2024-05-10,South,POS,Airbnb,-87.18
276,100002,2024-05-10,West,POS,HomeDepot,-74.36
1934,100320,2024-05-10,South,Fee,—,-200.15
1418,100475,2024-05-10,East,POS,Starbucks,-52.79
2096,100349,2024-05-11,North,Withdrawal,—,-63.07
2711,100478,2024-05-11,South,Withdrawal,—,-146.39
626,100443,2024-05-11,North,Withdrawal,—,-82.77
1238,100058,2024-05-11,North,Transfer,—,97.52
2709,100267,2024-05-11,North,Online,Apple,-92.88
3857,100055,2024-05-11,South,Withdrawal,—,-280.51
2176,100247,2024-05-11,North,Withdrawal,—,-49.87
3202,100027,2024-05-11,South,Deposit,—,116.54
1049,100223,2024-05-11,West,Deposit,—,62.08
1984,100417,2024-05-12,East,Withdrawal,—,-109.51
593,100330,2024-05-12,East,POS,Lyft,-185.55
2474,100335,2024-05-12,West,Withdrawal,—,-148.5
850,100281,2024-05-12,East,Withdrawal,—,-176.68
3871,100420,2024-05-12,North,Deposit,—,90.94
745,100464,2024-05-12,North,Transfer,—,19.87
2552,100186,2024-05-12,South,Withdrawal,—,-14.53
2135,100415,2024-05-12,West,Withdrawal,—,-154.61
3024,100034,2024-05-12,East,Fee,—,-83.83
981,100294,2024-05-12,West,Withdrawal,—,-41.94
1145,100399,2024-05-12,East,Withdrawal,—,-44.98
1652,100330,2024-05-12,East,Transfer,—,-311.49
807,100381,2024-05-12,West,Withdrawal,—,-77.54
2379,100287,2024-05-13,North,POS,Netflix,-141.08
